timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1686089737046,1522,Get Sell Request,200,OK,Sell Resources Thread Group 1-69,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1522,0,0
1686089737057,1522,Get Sell Request,200,OK,Sell Resources Thread Group 1-114,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1521,0,0
1686089737068,1537,Get Sell Request,200,OK,Sell Resources Thread Group 1-189,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1536,0,0
1686089737069,1547,Get Sell Request,200,OK,Sell Resources Thread Group 1-26,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1547,0,0
1686089737179,1446,Get Sell Request,200,OK,Sell Resources Thread Group 1-115,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1446,0,0
1686089737178,1450,Get Sell Request,200,OK,Sell Resources Thread Group 1-190,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1450,0,0
1686089737198,1439,Get Sell Request,200,OK,Sell Resources Thread Group 1-70,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1439,0,0
1686089737190,1451,Get Sell Request,200,OK,Sell Resources Thread Group 1-191,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1450,0,0
1686089737198,1478,Get Sell Request,200,OK,Sell Resources Thread Group 1-192,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1477,0,0
1686089737203,1479,Get Sell Request,200,OK,Sell Resources Thread Group 1-193,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1478,0,0
1686089737211,1495,Get Sell Request,200,OK,Sell Resources Thread Group 1-116,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1494,0,0
1686089737218,1498,Get Sell Request,200,OK,Sell Resources Thread Group 1-119,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1498,0,0
1686089737221,1526,Get Sell Request,200,OK,Sell Resources Thread Group 1-117,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1526,0,0
1686089737230,1528,Get Sell Request,200,OK,Sell Resources Thread Group 1-17,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1528,0,0
1686089737272,1492,Get Sell Request,200,OK,Sell Resources Thread Group 1-118,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1492,0,0
1686089737227,1541,Get Sell Request,200,OK,Sell Resources Thread Group 1-43,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1540,0,0
1686089737280,1490,Get Sell Request,200,OK,Sell Resources Thread Group 1-195,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1489,0,0
1686089737282,1500,Get Sell Request,200,OK,Sell Resources Thread Group 1-72,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1500,0,0
1686089737293,1511,Get Sell Request,200,OK,Sell Resources Thread Group 1-120,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1510,0,0
1686089737302,1519,Get Sell Request,200,OK,Sell Resources Thread Group 1-45,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1518,0,0
1686089737318,1525,Get Sell Request,200,OK,Sell Resources Thread Group 1-194,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1525,0,0
