Processed,Id,Req. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body,Highest Alert,Note,Tags
Processed,85433,Wed May 31 09:58:16 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,57,827,605,,false,
Processed,85434,Wed May 31 09:58:16 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,7,833,12225,,false,
Processed,85435,Wed May 31 09:58:16 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,8,833,12225,,false,
Out of Context,85436,Wed May 31 09:58:16 BST 2023,GET,https://aus5.mozilla.org/update/3/SystemAddons/113.0.2/20230522134052/WINNT_x86_64-msvc-x64/pt-PT/release/Windows_NT%2010.0.0.0.22621.1702%20(x64)/default/default/update.xml,403,Forbidden,0,130,40,,false,
Out of Context,85437,Wed May 31 09:58:16 BST 2023,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?_expected=0,403,Forbidden,0,130,40,,false,
Out of Context,85438,Wed May 31 09:58:16 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Processed,85439,Wed May 31 09:58:16 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,10,833,12225,,false,
Processed,85440,Wed May 31 09:58:11 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,11,827,3629,,false,
Processed,85441,Wed May 31 09:58:11 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,10,827,3629,,false,
Processed,85442,Wed May 31 09:58:11 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,66,844,5153433,,false,
Processed,85443,Wed May 31 09:58:11 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,37,844,5153433,,false,
Processed,85444,Wed May 31 09:58:11 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,5,827,3629,,false,
Processed,85445,Wed May 31 09:58:11 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,25,844,5153433,,false,
Processed,85446,Wed May 31 09:58:17 BST 2023,GET,http://localhost:8080/favicon.ico,200,OK,19,831,1574,,false,
Processed,85447,Wed May 31 09:58:17 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,23,827,605,,false,
Processed,85448,Wed May 31 09:58:17 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,25,827,605,,false,
Processed,85449,Wed May 31 09:58:17 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,56,827,605,,false,
Processed,85450,Wed May 31 09:58:18 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,30,833,12225,,false,
Processed,85451,Wed May 31 09:58:18 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,12,833,12225,,false,
Processed,85452,Wed May 31 09:58:18 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,19,833,12225,,false,
Processed,85453,Wed May 31 09:58:12 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,5,827,3629,,false,
Processed,85454,Wed May 31 09:58:12 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,37,844,5153433,,false,
Processed,85455,Wed May 31 09:58:12 BST 2023,GET,http://localhost:8080/,200,OK,9,853,6033,,false,
Processed,85456,Wed May 31 09:58:18 BST 2023,GET,http://localhost:8080/favicon.ico,200,OK,14,831,1574,,false,
Processed,85457,Wed May 31 09:58:18 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,11,827,605,,false,
Out of Context,85458,Wed May 31 09:58:19 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Processed,85459,Wed May 31 09:58:13 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,9,827,3629,,false,
Processed,85460,Wed May 31 09:58:13 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,15,827,3629,,false,
Processed,85461,Wed May 31 09:58:13 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,47,844,5153433,,false,
Processed,85462,Wed May 31 09:58:13 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,78,844,5153433,,false,
Processed,85463,Wed May 31 09:58:14 BST 2023,GET,http://localhost:8080/,200,OK,10,853,6033,,false,
Processed,85464,Wed May 31 09:58:19 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,15,827,605,,false,
Processed,85465,Wed May 31 09:58:19 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,19,827,605,,false,
Processed,85466,Wed May 31 09:58:19 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,19,833,12225,,false,
Processed,85467,Wed May 31 09:58:20 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,12,833,12225,,false,
Processed,85468,Wed May 31 09:58:20 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,11,833,12225,,false,
Out of Context,85469,Wed May 31 09:58:21 BST 2023,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?_expected=0,403,Forbidden,0,130,40,,false,
Out of Context,85470,Wed May 31 09:58:21 BST 2023,GET,https://aus5.mozilla.org/update/3/SystemAddons/113.0.2/20230522134052/WINNT_x86_64-msvc-x64/pt-PT/release/Windows_NT%2010.0.0.0.22621.1702%20(x64)/default/default/update.xml,403,Forbidden,0,130,40,,false,
Out of Context,85471,Wed May 31 09:58:21 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Out of Context,85472,Wed May 31 09:58:21 BST 2023,POST,https://shavar.services.mozilla.com/downloads?client=navclient-auto-ffox&appver=113.0&pver=2.2,403,Forbidden,0,130,40,,false,
Processed,85473,Wed May 31 09:58:15 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,16,827,3629,,false,
Processed,85474,Wed May 31 09:58:15 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,5,827,3629,,false,
Processed,85475,Wed May 31 09:58:15 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,6,827,3629,,false,
Processed,85476,Wed May 31 09:58:15 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,49,844,5153433,,false,
Processed,85477,Wed May 31 09:58:15 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,47,844,5153433,,false,
Processed,85478,Wed May 31 09:58:15 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,46,844,5153433,,false,
Processed,85479,Wed May 31 09:58:15 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,9,827,3629,,false,
Processed,85480,Wed May 31 09:58:15 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,31,844,5153433,,false,
Processed,85481,Wed May 31 09:58:15 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,7,836,20600,,false,
Processed,85482,Wed May 31 09:58:23 BST 2023,GET,http://localhost:8080/favicon.ico,200,OK,11,831,1574,,false,
Processed,85483,Wed May 31 09:58:23 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,25,827,605,,false,
Processed,85484,Wed May 31 09:58:23 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,54,827,605,,false,
Processed,85485,Wed May 31 09:58:23 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,16,827,605,,false,
Processed,85486,Wed May 31 09:58:23 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,26,827,605,,false,
Processed,85487,Wed May 31 09:58:15 BST 2023,GET,http://localhost:8080/management/info,200,OK,5,834,105,,false,
Processed,85488,Wed May 31 09:58:15 BST 2023,GET,http://localhost:8080/api/account,200,OK,23,834,397,,false,
Processed,85489,Wed May 31 09:58:24 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,16,833,12225,,false,
Processed,85490,Wed May 31 09:58:24 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,50,833,12225,,false,
Processed,85491,Wed May 31 09:58:25 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,22,833,12225,,false,
Processed,85492,Wed May 31 09:58:25 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,9,833,12225,,false,
Out of Context,85493,Wed May 31 09:58:26 BST 2023,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?_expected=0,403,Forbidden,0,130,40,,false,
Out of Context,85494,Wed May 31 09:58:26 BST 2023,GET,https://aus5.mozilla.org/update/3/SystemAddons/113.0.2/20230522134052/WINNT_x86_64-msvc-x64/pt-PT/release/Windows_NT%2010.0.0.0.22621.1702%20(x64)/default/default/update.xml,403,Forbidden,0,130,40,,false,
Out of Context,85495,Wed May 31 09:58:26 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Out of Context,85496,Wed May 31 09:58:26 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Out of Context,85497,Wed May 31 09:58:26 BST 2023,GET,https://github.com/jhipster/generator-jhipster,403,Forbidden,0,130,40,,false,
Out of Context,85498,Wed May 31 09:58:27 BST 2023,GET,https://github.com/favicon.ico,403,Forbidden,0,130,40,,false,
Out of Context,85499,Wed May 31 09:58:27 BST 2023,GET,https://github.com/jhipster/generator-jhipster,403,Forbidden,0,130,40,,false,
Out of Context,85500,Wed May 31 09:58:27 BST 2023,GET,https://github.com/favicon.ico,403,Forbidden,0,130,40,,false,
Processed,85501,Wed May 31 09:58:16 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,10,827,3629,,false,
Processed,85502,Wed May 31 09:58:16 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,56,844,5153433,,false,
Processed,85503,Wed May 31 09:58:16 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,10,836,20600,,false,
Processed,85504,Wed May 31 09:58:16 BST 2023,GET,http://localhost:8080/,200,OK,13,853,6033,,false,
Processed,85505,Wed May 31 09:58:28 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,25,827,605,,false,
Processed,85506,Wed May 31 09:58:16 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,21,836,20600,,false,
Processed,85507,Wed May 31 09:58:16 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,23,836,20600,,false,
Processed,85508,Wed May 31 09:58:16 BST 2023,GET,http://localhost:8080/management/info,200,OK,10,834,105,,false,
Processed,85509,Wed May 31 09:58:16 BST 2023,GET,http://localhost:8080/api/account,200,OK,43,834,397,,false,
Processed,85510,Wed May 31 09:58:16 BST 2023,GET,http://localhost:8080/management/info,200,OK,12,834,105,,false,
Processed,85511,Wed May 31 09:58:16 BST 2023,GET,http://localhost:8080/api/account,200,OK,49,834,397,,false,
Processed,85512,Wed May 31 09:58:16 BST 2023,GET,http://localhost:8080/management/info,200,OK,7,834,105,,false,
Processed,85513,Wed May 31 09:58:16 BST 2023,GET,http://localhost:8080/api/account,200,OK,39,834,397,,false,
Out of Context,85514,Wed May 31 09:58:29 BST 2023,POST,https://shavar.services.mozilla.com/downloads?client=navclient-auto-ffox&appver=113.0&pver=2.2,403,Forbidden,0,130,40,,false,
Processed,85515,Wed May 31 09:58:29 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,9,833,12225,,false,
Out of Context,85516,Wed May 31 09:58:30 BST 2023,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?_expected=0,403,Forbidden,0,130,40,,false,
Out of Context,85517,Wed May 31 09:58:31 BST 2023,GET,https://aus5.mozilla.org/update/3/SystemAddons/113.0.2/20230522134052/WINNT_x86_64-msvc-x64/pt-PT/release/Windows_NT%2010.0.0.0.22621.1702%20(x64)/default/default/update.xml,403,Forbidden,0,130,40,,false,
Out of Context,85518,Wed May 31 09:58:31 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Out of Context,85519,Wed May 31 09:58:31 BST 2023,GET,https://github.com/jhipster/generator-jhipster,403,Forbidden,0,130,40,,false,
Processed,85520,Wed May 31 09:58:18 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,14,836,20600,,false,
Processed,85521,Wed May 31 09:58:18 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,10,836,20600,,false,
Processed,85522,Wed May 31 09:58:18 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,14,836,20600,,false,
Processed,85523,Wed May 31 09:58:18 BST 2023,GET,http://localhost:8080/management/info,200,OK,9,834,105,,false,
Processed,85524,Wed May 31 09:58:18 BST 2023,GET,http://localhost:8080/management/info,200,OK,8,834,105,,false,
Processed,85525,Wed May 31 09:58:18 BST 2023,GET,http://localhost:8080/management/info,200,OK,9,834,105,,false,
Processed,85526,Wed May 31 09:58:18 BST 2023,GET,http://localhost:8080/api/account,200,OK,91,834,397,,false,
Processed,85527,Wed May 31 09:58:18 BST 2023,GET,http://localhost:8080/api/account,200,OK,135,834,397,,false,
Processed,85528,Wed May 31 09:58:18 BST 2023,GET,http://localhost:8080/api/account,200,OK,85,834,397,,false,
Out of Context,85529,Wed May 31 09:58:33 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Processed,85530,Wed May 31 09:58:18 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,9,827,3629,,false,
Processed,85531,Wed May 31 09:58:18 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,51,844,5153433,,false,
Processed,85532,Wed May 31 09:58:34 BST 2023,GET,http://localhost:8080/favicon.ico,200,OK,10,831,1574,,false,
Processed,85533,Wed May 31 09:58:34 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,8,827,605,,false,
Out of Context,85534,Wed May 31 09:58:35 BST 2023,POST,https://shavar.services.mozilla.com/downloads?client=navclient-auto-ffox&appver=113.0&pver=2.2,403,Forbidden,0,130,40,,false,
Processed,85535,Wed May 31 09:58:35 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,11,833,12225,,false,
Out of Context,85536,Wed May 31 09:58:35 BST 2023,GET,https://aus5.mozilla.org/update/3/SystemAddons/113.0.2/20230522134052/WINNT_x86_64-msvc-x64/pt-PT/release/Windows_NT%2010.0.0.0.22621.1702%20(x64)/default/default/update.xml,403,Forbidden,0,130,40,,false,
Out of Context,85537,Wed May 31 09:58:35 BST 2023,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?_expected=0,403,Forbidden,0,130,40,,false,
Out of Context,85538,Wed May 31 09:58:35 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Processed,85539,Wed May 31 09:58:19 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,20,827,3629,,false,
Processed,85540,Wed May 31 09:58:19 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,36,844,5153433,,false,
Processed,85541,Wed May 31 09:58:19 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,7,836,20600,,false,
Processed,85542,Wed May 31 09:58:38 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,19,827,605,,false,
Processed,85543,Wed May 31 09:58:19 BST 2023,GET,http://localhost:8080/,200,OK,11,853,6033,,false,
Processed,85544,Wed May 31 09:58:19 BST 2023,GET,http://localhost:8080/management/info,200,OK,5,834,105,,false,
Processed,85545,Wed May 31 09:58:19 BST 2023,GET,http://localhost:8080/api/account,200,OK,122,834,397,,false,
Processed,85546,Wed May 31 09:58:20 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,12,836,20600,,false,
Out of Context,85547,Wed May 31 09:58:39 BST 2023,GET,https://github.com/jhipster/generator-jhipster,403,Forbidden,0,130,40,,false,
Processed,85548,Wed May 31 09:58:20 BST 2023,GET,http://localhost:8080/management/info,200,OK,15,834,105,,false,
Processed,85549,Wed May 31 09:58:20 BST 2023,GET,http://localhost:8080/api/account,200,OK,55,834,397,,false,
Processed,85550,Wed May 31 09:58:20 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,8,836,20600,,false,
Out of Context,85551,Wed May 31 09:58:39 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Processed,85552,Wed May 31 09:58:20 BST 2023,GET,http://localhost:8080/management/info,200,OK,9,834,105,,false,
Processed,85553,Wed May 31 09:58:20 BST 2023,GET,http://localhost:8080/api/account,200,OK,79,834,397,,false,
Processed,85554,Wed May 31 09:58:21 BST 2023,GET,http://localhost:8080/,200,OK,12,853,6033,,false,
Out of Context,85555,Wed May 31 09:58:40 BST 2023,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?_expected=0,403,Forbidden,0,130,40,,false,
Out of Context,85556,Wed May 31 09:58:40 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Out of Context,85557,Wed May 31 09:58:40 BST 2023,GET,https://aus5.mozilla.org/update/3/SystemAddons/113.0.2/20230522134052/WINNT_x86_64-msvc-x64/pt-PT/release/Windows_NT%2010.0.0.0.22621.1702%20(x64)/default/default/update.xml,403,Forbidden,0,130,40,,false,
Processed,85558,Wed May 31 09:58:22 BST 2023,GET,http://localhost:8080/,200,OK,12,853,6033,,false,
Processed,85559,Wed May 31 09:58:40 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,7,833,12225,,false,
Out of Context,85560,Wed May 31 09:58:43 BST 2023,POST,https://shavar.services.mozilla.com/downloads?client=navclient-auto-ffox&appver=113.0&pver=2.2,403,Forbidden,0,130,40,,false,
Out of Context,85561,Wed May 31 09:58:44 BST 2023,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?_expected=0,403,Forbidden,0,130,40,,false,
Out of Context,85562,Wed May 31 09:58:44 BST 2023,GET,https://aus5.mozilla.org/update/3/SystemAddons/113.0.2/20230522134052/WINNT_x86_64-msvc-x64/pt-PT/release/Windows_NT%2010.0.0.0.22621.1702%20(x64)/default/default/update.xml,403,Forbidden,0,130,40,,false,
Out of Context,85563,Wed May 31 09:58:44 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Processed,85564,Wed May 31 09:58:24 BST 2023,GET,http://localhost:8080/,200,OK,14,853,6033,,false,
Processed,85565,Wed May 31 09:58:24 BST 2023,GET,http://localhost:8080/i18n/John%20Doe.json?_=fd90a1c60a90c4bbdd5de321eb244891,404,Not Found,25,841,163,,false,
Processed,85566,Wed May 31 09:58:24 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,13,836,20600,,false,
Processed,85567,Wed May 31 09:58:24 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,12,836,20600,,false,
Processed,85568,Wed May 31 09:58:24 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,18,836,20600,,false,
Processed,85569,Wed May 31 09:58:24 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,13,836,20600,,false,
Processed,85570,Wed May 31 09:58:24 BST 2023,GET,http://localhost:8080/management/info,200,OK,14,834,105,,false,
Processed,85571,Wed May 31 09:58:24 BST 2023,GET,http://localhost:8080/management/info,200,OK,9,834,105,,false,
Processed,85572,Wed May 31 09:58:24 BST 2023,GET,http://localhost:8080/api/account,200,OK,198,834,397,,false,
Processed,85573,Wed May 31 09:58:25 BST 2023,GET,http://localhost:8080/management/info,200,OK,24,834,105,,false,
Processed,85574,Wed May 31 09:58:25 BST 2023,GET,http://localhost:8080/management/info,200,OK,11,834,105,,false,
Processed,85575,Wed May 31 09:58:25 BST 2023,GET,http://localhost:8080/api/account,200,OK,378,834,397,,false,
Processed,85576,Wed May 31 09:58:24 BST 2023,GET,http://localhost:8080/api/account,200,OK,574,834,397,,false,
Processed,85577,Wed May 31 09:58:25 BST 2023,GET,http://localhost:8080/api/account,200,OK,410,834,397,,false,
Processed,85578,Wed May 31 09:58:26 BST 2023,GET,http://localhost:8080/,200,OK,11,853,6033,,false,
Out of Context,85579,Wed May 31 09:58:46 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Processed,85580,Wed May 31 09:58:28 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,59,844,5153433,,false,
Processed,85581,Wed May 31 09:58:28 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,132,827,3629,,false,
Processed,85582,Wed May 31 09:58:28 BST 2023,GET,http://localhost:8080/i18n/John%20Doe.json?_=fd90a1c60a90c4bbdd5de321eb244891,404,Not Found,24,841,163,,false,
Processed,85583,Wed May 31 09:58:28 BST 2023,GET,http://localhost:8080/i18n/John%20Doe.json?_=fd90a1c60a90c4bbdd5de321eb244891,404,Not Found,13,841,163,,false,
Processed,85584,Wed May 31 09:58:46 BST 2023,GET,http://localhost:8080/favicon.ico,200,OK,22,831,1574,,false,
Processed,85585,Wed May 31 09:58:46 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,17,827,605,,false,
Processed,85586,Wed May 31 09:58:29 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,21,836,20600,,false,
Processed,85587,Wed May 31 09:58:29 BST 2023,GET,http://localhost:8080/,200,OK,26,853,6033,,false,
Processed,85588,Wed May 31 09:58:29 BST 2023,GET,http://localhost:8080/,200,OK,24,853,6033,,false,
Processed,85589,Wed May 31 09:58:29 BST 2023,GET,http://localhost:8080/management/info,200,OK,12,834,105,,false,
Processed,85590,Wed May 31 09:58:29 BST 2023,GET,http://localhost:8080/api/account,200,OK,176,834,397,,false,
Processed,85591,Wed May 31 09:58:30 BST 2023,GET,http://localhost:8080/,200,OK,16,853,6033,,false,
Processed,85592,Wed May 31 09:58:47 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,11,833,12225,,false,
Processed,85593,Wed May 31 09:58:33 BST 2023,GET,http://localhost:8080/i18n/John%20Doe.json?_=fd90a1c60a90c4bbdd5de321eb244891,404,Not Found,32,841,163,,false,
Processed,85594,Wed May 31 09:58:33 BST 2023,GET,http://localhost:8080/i18n/John%20Doe.json?_=fd90a1c60a90c4bbdd5de321eb244891,404,Not Found,16,841,163,,false,
Processed,85595,Wed May 31 09:58:33 BST 2023,GET,http://localhost:8080/,200,OK,11,853,6033,,false,
Out of Context,85596,Wed May 31 09:58:48 BST 2023,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?_expected=0,403,Forbidden,0,130,40,,false,
Out of Context,85597,Wed May 31 09:58:48 BST 2023,GET,https://aus5.mozilla.org/update/3/SystemAddons/113.0.2/20230522134052/WINNT_x86_64-msvc-x64/pt-PT/release/Windows_NT%2010.0.0.0.22621.1702%20(x64)/default/default/update.xml,403,Forbidden,0,130,40,,false,
Out of Context,85598,Wed May 31 09:58:48 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Processed,85599,Wed May 31 09:58:35 BST 2023,GET,http://localhost:8080/,200,OK,26,853,6033,,false,
Processed,85600,Wed May 31 09:58:35 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,12,836,20600,,false,
Out of Context,85601,Wed May 31 09:58:48 BST 2023,POST,https://shavar.services.mozilla.com/downloads?client=navclient-auto-ffox&appver=113.0&pver=2.2,403,Forbidden,0,130,40,,false,
Processed,85602,Wed May 31 09:58:35 BST 2023,GET,http://localhost:8080/management/info,200,OK,71,834,105,,false,
Processed,85603,Wed May 31 09:58:35 BST 2023,GET,http://localhost:8080/api/account,200,OK,126,834,397,,false,
Processed,85604,Wed May 31 09:58:36 BST 2023,GET,http://localhost:8080/,200,OK,16,853,6033,,false,
Processed,85605,Wed May 31 09:58:36 BST 2023,GET,http://localhost:8080/,200,OK,10,853,6033,,false,
Processed,85606,Wed May 31 09:58:36 BST 2023,GET,http://localhost:8080/,200,OK,9,853,6033,,false,
Processed,85607,Wed May 31 09:58:38 BST 2023,GET,http://localhost:8080/,200,OK,11,853,6033,,false,
Processed,85608,Wed May 31 09:58:38 BST 2023,GET,http://localhost:8080/,200,OK,10,853,6033,,false,
Processed,85609,Wed May 31 09:58:39 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,9,827,3629,,false,
Processed,85610,Wed May 31 09:58:39 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,49,844,5153433,,false,
Processed,85611,Wed May 31 09:58:39 BST 2023,GET,http://localhost:8080/i18n/John%20Doe.json?_=fd90a1c60a90c4bbdd5de321eb244891,404,Not Found,19,841,163,,false,
Processed,85612,Wed May 31 09:58:50 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,0,827,605,,false,
Processed,85613,Wed May 31 09:58:40 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,20,836,20600,,false,
Processed,85614,Wed May 31 09:58:40 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,13,827,3629,,false,
Processed,85615,Wed May 31 09:58:40 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,41,844,5153433,,false,
Processed,85616,Wed May 31 09:58:51 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,16,827,605,,false,
Processed,85617,Wed May 31 09:58:51 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,16,833,12225,,false,
Processed,85618,Wed May 31 09:58:40 BST 2023,GET,http://localhost:8080/management/info,200,OK,11,834,105,,false,
Processed,85619,Wed May 31 09:58:40 BST 2023,GET,http://localhost:8080/api/account,200,OK,37,834,397,,false,
Processed,85620,Wed May 31 09:58:40 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,19,827,3629,,false,
