Processed,Id,Req. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body,Highest Alert,Note,Tags
Processed,85250,Wed May 31 09:57:35 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,13,827,605,,false,
Out of Context,85251,Wed May 31 09:57:36 BST 2023,POST,https://shavar.services.mozilla.com/downloads?client=navclient-auto-ffox&appver=113.0&pver=2.2,403,Forbidden,0,130,40,,false,
Processed,85252,Wed May 31 09:57:36 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,10,833,12225,,false,
Processed,85253,Wed May 31 09:57:36 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,8,833,12225,,false,
Processed,85254,Wed May 31 09:57:36 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,31,833,12225,,false,
Processed,85255,Wed May 31 09:57:34 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,10,836,20600,,false,
Out of Context,85256,Wed May 31 09:57:37 BST 2023,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?_expected=0,403,Forbidden,0,130,40,,false,
Out of Context,85257,Wed May 31 09:57:37 BST 2023,GET,https://aus5.mozilla.org/update/3/SystemAddons/113.0.2/20230522134052/WINNT_x86_64-msvc-x64/pt-PT/release/Windows_NT%2010.0.0.0.22621.1702%20(x64)/default/default/update.xml,403,Forbidden,0,130,40,,false,
Out of Context,85258,Wed May 31 09:57:37 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Processed,85259,Wed May 31 09:57:34 BST 2023,GET,http://localhost:8080/management/info,200,OK,8,834,105,,false,
Processed,85260,Wed May 31 09:57:34 BST 2023,GET,http://localhost:8080/api/account,200,OK,54,834,397,,false,
Out of Context,85261,Wed May 31 09:57:39 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Out of Context,85262,Wed May 31 09:57:40 BST 2023,POST,https://shavar.services.mozilla.com/downloads?client=navclient-auto-ffox&appver=113.0&pver=2.2,403,Forbidden,0,130,40,,false,
Out of Context,85263,Wed May 31 09:57:40 BST 2023,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?_expected=0,403,Forbidden,0,130,40,,false,
Out of Context,85264,Wed May 31 09:57:40 BST 2023,GET,https://aus5.mozilla.org/update/3/SystemAddons/113.0.2/20230522134052/WINNT_x86_64-msvc-x64/pt-PT/release/Windows_NT%2010.0.0.0.22621.1702%20(x64)/default/default/update.xml,403,Forbidden,0,130,40,,false,
Out of Context,85265,Wed May 31 09:57:40 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Out of Context,85266,Wed May 31 09:57:42 BST 2023,GET,https://www.jhipster.tech/,403,Forbidden,0,130,40,,false,
Out of Context,85267,Wed May 31 09:57:42 BST 2023,GET,https://www.jhipster.tech/favicon.ico,403,Forbidden,0,130,40,,false,
Out of Context,85268,Wed May 31 09:57:42 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Processed,85269,Wed May 31 09:57:36 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,11,836,20600,,false,
Processed,85270,Wed May 31 09:57:36 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,10,836,20600,,false,
Processed,85271,Wed May 31 09:57:36 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,14,836,20600,,false,
Processed,85272,Wed May 31 09:57:36 BST 2023,GET,http://localhost:8080/management/info,200,OK,8,834,105,,false,
Out of Context,85273,Wed May 31 09:57:44 BST 2023,POST,https://shavar.services.mozilla.com/downloads?client=navclient-auto-ffox&appver=113.0&pver=2.2,403,Forbidden,0,130,40,,false,
Processed,85274,Wed May 31 09:57:36 BST 2023,GET,http://localhost:8080/,200,OK,10,853,6033,,false,
Processed,85275,Wed May 31 09:57:36 BST 2023,GET,http://localhost:8080/management/info,200,OK,8,834,105,,false,
Processed,85276,Wed May 31 09:57:36 BST 2023,GET,http://localhost:8080/management/info,200,OK,16,834,105,,false,
Processed,85277,Wed May 31 09:57:36 BST 2023,GET,http://localhost:8080/api/account,200,OK,211,834,397,,false,
Processed,85278,Wed May 31 09:57:36 BST 2023,GET,http://localhost:8080/api/account,200,OK,77,834,397,,false,
Processed,85279,Wed May 31 09:57:36 BST 2023,GET,http://localhost:8080/api/account,200,OK,82,834,397,,false,
Processed,85280,Wed May 31 09:57:36 BST 2023,GET,http://localhost:8080/,200,OK,13,853,6033,,false,
Out of Context,85281,Wed May 31 09:57:44 BST 2023,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?_expected=0,403,Forbidden,0,130,40,,false,
Out of Context,85282,Wed May 31 09:57:44 BST 2023,GET,https://aus5.mozilla.org/update/3/SystemAddons/113.0.2/20230522134052/WINNT_x86_64-msvc-x64/pt-PT/release/Windows_NT%2010.0.0.0.22621.1702%20(x64)/default/default/update.xml,403,Forbidden,0,130,40,,false,
Out of Context,85283,Wed May 31 09:57:44 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Out of Context,85284,Wed May 31 09:57:45 BST 2023,GET,https://www.jhipster.tech/,403,Forbidden,0,130,40,,false,
Processed,85285,Wed May 31 09:57:39 BST 2023,GET,http://localhost:8080/,200,OK,9,853,6033,,false,
Processed,85286,Wed May 31 09:57:39 BST 2023,GET,http://localhost:8080/,200,OK,6,853,6033,,false,
Processed,85287,Wed May 31 09:57:40 BST 2023,GET,http://localhost:8080/,200,OK,10,853,6033,,false,
Processed,85288,Wed May 31 09:57:41 BST 2023,GET,http://localhost:8080/,200,OK,11,853,6033,,false,
Processed,85289,Wed May 31 09:57:42 BST 2023,GET,http://localhost:8080/,200,OK,8,853,6033,,false,
Processed,85290,Wed May 31 09:57:44 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,16,827,3629,,false,
Processed,85291,Wed May 31 09:57:44 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,59,844,5153433,,false,
Processed,85292,Wed May 31 09:57:47 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,15,827,605,,false,
Out of Context,85293,Wed May 31 09:57:47 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Processed,85294,Wed May 31 09:57:48 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,9,833,12225,,false,
Processed,85295,Wed May 31 09:57:44 BST 2023,GET,http://localhost:8080/i18n/John%20Doe.json?_=fd90a1c60a90c4bbdd5de321eb244891,404,Not Found,15,841,163,,false,
Processed,85296,Wed May 31 09:57:44 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,6,827,3629,,false,
Processed,85297,Wed May 31 09:57:44 BST 2023,GET,http://localhost:8080/i18n/John%20Doe.json?_=fd90a1c60a90c4bbdd5de321eb244891,404,Not Found,18,841,163,,false,
Processed,85298,Wed May 31 09:57:44 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,38,844,5153433,,false,
Processed,85299,Wed May 31 09:57:44 BST 2023,GET,http://localhost:8080/i18n/John%20Doe.json?_=fd90a1c60a90c4bbdd5de321eb244891,404,Not Found,11,841,163,,false,
Processed,85300,Wed May 31 09:57:45 BST 2023,GET,http://localhost:8080/,200,OK,8,853,6033,,false,
Processed,85301,Wed May 31 09:57:48 BST 2023,GET,http://localhost:8080/favicon.ico,200,OK,14,831,1574,,false,
Processed,85302,Wed May 31 09:57:48 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,12,827,605,,false,
Processed,85303,Wed May 31 09:57:45 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,11,827,3629,,false,
Processed,85304,Wed May 31 09:57:45 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,10,827,3629,,false,
Processed,85305,Wed May 31 09:57:45 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,12,827,3629,,false,
Processed,85306,Wed May 31 09:57:45 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,14,827,3629,,false,
Processed,85307,Wed May 31 09:57:45 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,49,844,5153433,,false,
Processed,85308,Wed May 31 09:57:45 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,53,844,5153433,,false,
Processed,85309,Wed May 31 09:57:45 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,61,844,5153433,,false,
Processed,85310,Wed May 31 09:57:45 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,114,844,5153433,,false,
Processed,85311,Wed May 31 09:57:45 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,8,827,3629,,false,
Processed,85312,Wed May 31 09:57:45 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,41,844,5153433,,false,
Processed,85313,Wed May 31 09:57:48 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,9,827,605,,false,
Processed,85314,Wed May 31 09:57:48 BST 2023,GET,http://localhost:8080/favicon.ico,200,OK,141,831,1574,,false,
Processed,85315,Wed May 31 09:57:48 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,26,827,605,,false,
Processed,85316,Wed May 31 09:57:48 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,15,827,605,,false,
Processed,85317,Wed May 31 09:57:48 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,20,827,605,,false,
Processed,85318,Wed May 31 09:57:48 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,175,827,605,,false,
Processed,85319,Wed May 31 09:57:47 BST 2023,GET,http://localhost:8080/,200,OK,10,853,6033,,false,
Out of Context,85320,Wed May 31 09:57:49 BST 2023,POST,https://shavar.services.mozilla.com/downloads?client=navclient-auto-ffox&appver=113.0&pver=2.2,403,Forbidden,0,130,40,,false,
Out of Context,85321,Wed May 31 09:57:49 BST 2023,GET,https://aus5.mozilla.org/update/3/SystemAddons/113.0.2/20230522134052/WINNT_x86_64-msvc-x64/pt-PT/release/Windows_NT%2010.0.0.0.22621.1702%20(x64)/default/default/update.xml,403,Forbidden,0,130,40,,false,
Out of Context,85322,Wed May 31 09:57:49 BST 2023,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?_expected=0,403,Forbidden,0,130,40,,false,
Processed,85323,Wed May 31 09:57:49 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,7,833,12225,,false,
Out of Context,85324,Wed May 31 09:57:49 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Processed,85325,Wed May 31 09:57:49 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,8,833,12225,,false,
Processed,85326,Wed May 31 09:57:49 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,7,833,12225,,false,
Processed,85327,Wed May 31 09:57:49 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,19,833,12225,,false,
Processed,85328,Wed May 31 09:57:49 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,23,833,12225,,false,
Processed,85329,Wed May 31 09:57:49 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,11,833,12225,,false,
Processed,85330,Wed May 31 09:57:47 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,13,836,20600,,false,
Processed,85331,Wed May 31 09:57:48 BST 2023,GET,http://localhost:8080/management/info,200,OK,19,834,105,,false,
Processed,85332,Wed May 31 09:57:48 BST 2023,GET,http://localhost:8080/api/account,200,OK,33,834,397,,false,
Out of Context,85333,Wed May 31 09:57:52 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Out of Context,85334,Wed May 31 09:57:52 BST 2023,GET,https://github.com/jhipster/generator-jhipster,403,Forbidden,0,130,40,,false,
Out of Context,85335,Wed May 31 09:57:52 BST 2023,GET,https://github.com/favicon.ico,403,Forbidden,0,130,40,,false,
Processed,85336,Wed May 31 09:57:48 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,20,827,3629,,false,
Processed,85337,Wed May 31 09:57:48 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,59,844,5153433,,false,
Processed,85338,Wed May 31 09:57:53 BST 2023,GET,http://localhost:8080/favicon.ico,200,OK,10,831,1574,,false,
Processed,85339,Wed May 31 09:57:53 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,10,827,605,,false,
Processed,85340,Wed May 31 09:57:53 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,10,833,12225,,false,
Out of Context,85341,Wed May 31 09:57:53 BST 2023,POST,https://shavar.services.mozilla.com/downloads?client=navclient-auto-ffox&appver=113.0&pver=2.2,403,Forbidden,0,130,40,,false,
Out of Context,85342,Wed May 31 09:57:54 BST 2023,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?_expected=0,403,Forbidden,0,130,40,,false,
Out of Context,85343,Wed May 31 09:57:54 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Out of Context,85344,Wed May 31 09:57:54 BST 2023,GET,https://aus5.mozilla.org/update/3/SystemAddons/113.0.2/20230522134052/WINNT_x86_64-msvc-x64/pt-PT/release/Windows_NT%2010.0.0.0.22621.1702%20(x64)/default/default/update.xml,403,Forbidden,0,130,40,,false,
Out of Context,85345,Wed May 31 09:57:56 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Out of Context,85346,Wed May 31 09:57:58 BST 2023,POST,https://shavar.services.mozilla.com/downloads?client=navclient-auto-ffox&appver=113.0&pver=2.2,403,Forbidden,0,130,40,,false,
Out of Context,85347,Wed May 31 09:57:59 BST 2023,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?_expected=0,403,Forbidden,0,130,40,,false,
Out of Context,85348,Wed May 31 09:57:59 BST 2023,GET,https://aus5.mozilla.org/update/3/SystemAddons/113.0.2/20230522134052/WINNT_x86_64-msvc-x64/pt-PT/release/Windows_NT%2010.0.0.0.22621.1702%20(x64)/default/default/update.xml,403,Forbidden,0,130,40,,false,
Out of Context,85349,Wed May 31 09:57:59 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Out of Context,85350,Wed May 31 09:58:01 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Processed,85351,Wed May 31 09:57:49 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,8,827,3629,,false,
Processed,85352,Wed May 31 09:57:49 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,37,844,5153433,,false,
Processed,85353,Wed May 31 09:57:49 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,7,836,20600,,false,
Processed,85354,Wed May 31 09:58:03 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,12,827,605,,false,
Out of Context,85355,Wed May 31 09:58:03 BST 2023,POST,https://shavar.services.mozilla.com/downloads?client=navclient-auto-ffox&appver=113.0&pver=2.2,403,Forbidden,0,130,40,,false,
Processed,85356,Wed May 31 09:57:49 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,6,836,20600,,false,
Out of Context,85357,Wed May 31 09:58:03 BST 2023,GET,https://aus5.mozilla.org/update/3/SystemAddons/113.0.2/20230522134052/WINNT_x86_64-msvc-x64/pt-PT/release/Windows_NT%2010.0.0.0.22621.1702%20(x64)/default/default/update.xml,403,Forbidden,0,130,40,,false,
Out of Context,85358,Wed May 31 09:58:03 BST 2023,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?_expected=0,403,Forbidden,0,130,40,,false,
Out of Context,85359,Wed May 31 09:58:03 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Processed,85360,Wed May 31 09:58:04 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,12,833,12225,,false,
Out of Context,85361,Wed May 31 09:58:04 BST 2023,GET,https://www.jhipster.tech/,403,Forbidden,0,130,40,,false,
Out of Context,85362,Wed May 31 09:58:04 BST 2023,GET,https://www.jhipster.tech/favicon.ico,403,Forbidden,0,130,40,,false,
Processed,85363,Wed May 31 09:57:49 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,11,836,20600,,false,
Processed,85364,Wed May 31 09:57:49 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,10,836,20600,,false,
Processed,85365,Wed May 31 09:57:49 BST 2023,GET,http://localhost:8080/management/info,200,OK,5,834,105,,false,
Processed,85366,Wed May 31 09:57:49 BST 2023,GET,http://localhost:8080/api/account,200,OK,264,834,397,,false,
Processed,85367,Wed May 31 09:57:49 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,7,836,20600,,false,
Processed,85368,Wed May 31 09:57:49 BST 2023,GET,http://localhost:8080/management/info,200,OK,8,834,105,,false,
Processed,85369,Wed May 31 09:57:49 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,11,836,20600,,false,
Processed,85370,Wed May 31 09:57:49 BST 2023,GET,http://localhost:8080/management/info,200,OK,8,834,105,,false,
Processed,85371,Wed May 31 09:57:49 BST 2023,GET,http://localhost:8080/api/account,200,OK,140,834,397,,false,
Processed,85372,Wed May 31 09:57:49 BST 2023,GET,http://localhost:8080/api/account,200,OK,153,834,397,,false,
Processed,85373,Wed May 31 09:57:49 BST 2023,GET,http://localhost:8080/management/info,200,OK,120,834,105,,false,
Processed,85374,Wed May 31 09:57:49 BST 2023,GET,http://localhost:8080/api/account,200,OK,217,834,397,,false,
Processed,85375,Wed May 31 09:57:50 BST 2023,GET,http://localhost:8080/management/info,200,OK,10,834,105,,false,
Processed,85376,Wed May 31 09:57:50 BST 2023,GET,http://localhost:8080/management/info,200,OK,12,834,105,,false,
Processed,85377,Wed May 31 09:57:49 BST 2023,GET,http://localhost:8080/api/account,200,OK,206,834,397,,false,
Processed,85378,Wed May 31 09:57:50 BST 2023,GET,http://localhost:8080/api/account,200,OK,95,834,397,,false,
Processed,85379,Wed May 31 09:57:50 BST 2023,GET,http://localhost:8080/,200,OK,9,853,6033,,false,
Out of Context,85380,Wed May 31 09:58:06 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Out of Context,85381,Wed May 31 09:58:07 BST 2023,POST,https://shavar.services.mozilla.com/downloads?client=navclient-auto-ffox&appver=113.0&pver=2.2,403,Forbidden,0,130,40,,false,
Out of Context,85382,Wed May 31 09:58:08 BST 2023,GET,https://github.com/jhipster/generator-jhipster,403,Forbidden,0,130,40,,false,
Out of Context,85383,Wed May 31 09:58:08 BST 2023,GET,https://aus5.mozilla.org/update/3/SystemAddons/113.0.2/20230522134052/WINNT_x86_64-msvc-x64/pt-PT/release/Windows_NT%2010.0.0.0.22621.1702%20(x64)/default/default/update.xml,403,Forbidden,0,130,40,,false,
Out of Context,85384,Wed May 31 09:58:08 BST 2023,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?_expected=0,403,Forbidden,0,130,40,,false,
Out of Context,85385,Wed May 31 09:58:08 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Out of Context,85386,Wed May 31 09:58:08 BST 2023,GET,https://github.com/favicon.ico,403,Forbidden,0,130,40,,false,
Processed,85387,Wed May 31 09:57:51 BST 2023,GET,http://localhost:8080/i18n/John%20Doe.json?_=fd90a1c60a90c4bbdd5de321eb244891,404,Not Found,11,841,163,,false,
Processed,85388,Wed May 31 09:57:53 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,13,836,20600,,false,
Processed,85389,Wed May 31 09:57:53 BST 2023,GET,http://localhost:8080/management/info,200,OK,10,834,105,,false,
Processed,85390,Wed May 31 09:57:53 BST 2023,GET,http://localhost:8080/api/account,200,OK,44,834,397,,false,
Processed,85391,Wed May 31 09:57:54 BST 2023,GET,http://localhost:8080/,200,OK,14,853,6033,,false,
Processed,85392,Wed May 31 09:57:55 BST 2023,GET,http://localhost:8080/,200,OK,31,853,6033,,false,
Processed,85393,Wed May 31 09:57:58 BST 2023,GET,http://localhost:8080/,200,OK,26,853,6033,,false,
Out of Context,85394,Wed May 31 09:58:10 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Processed,85395,Wed May 31 09:58:00 BST 2023,GET,http://localhost:8080/,200,OK,17,853,6033,,false,
Processed,85396,Wed May 31 09:57:59 BST 2023,GET,http://localhost:8080/,200,OK,33,853,6033,,false,
Processed,85397,Wed May 31 09:58:01 BST 2023,GET,http://localhost:8080/,200,OK,10,853,6033,,false,
Out of Context,85398,Wed May 31 09:58:11 BST 2023,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?_expected=0,403,Forbidden,0,130,40,,false,
Out of Context,85399,Wed May 31 09:58:11 BST 2023,GET,https://aus5.mozilla.org/update/3/SystemAddons/113.0.2/20230522134052/WINNT_x86_64-msvc-x64/pt-PT/release/Windows_NT%2010.0.0.0.22621.1702%20(x64)/default/default/update.xml,403,Forbidden,0,130,40,,false,
Out of Context,85400,Wed May 31 09:58:11 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Processed,85401,Wed May 31 09:58:03 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,34,836,20600,,false,
Out of Context,85402,Wed May 31 09:58:12 BST 2023,POST,https://shavar.services.mozilla.com/downloads?client=navclient-auto-ffox&appver=113.0&pver=2.2,403,Forbidden,0,130,40,,false,
Processed,85403,Wed May 31 09:58:04 BST 2023,GET,http://localhost:8080/management/info,200,OK,11,834,105,,false,
Processed,85404,Wed May 31 09:58:04 BST 2023,GET,http://localhost:8080/api/account,200,OK,36,834,397,,false,
Processed,85405,Wed May 31 09:58:04 BST 2023,GET,http://localhost:8080/,200,OK,11,853,6033,,false,
Processed,85406,Wed May 31 09:58:06 BST 2023,GET,http://localhost:8080/,200,OK,10,853,6033,,false,
Processed,85407,Wed May 31 09:58:06 BST 2023,GET,http://localhost:8080/,200,OK,21,853,6033,,false,
Out of Context,85408,Wed May 31 09:58:14 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Processed,85409,Wed May 31 09:58:06 BST 2023,GET,http://localhost:8080/i18n/John%20Doe.json?_=fd90a1c60a90c4bbdd5de321eb244891,404,Not Found,14,841,163,,false,
Processed,85410,Wed May 31 09:58:06 BST 2023,GET,http://localhost:8080/i18n/John%20Doe.json?_=fd90a1c60a90c4bbdd5de321eb244891,404,Not Found,14,841,163,,false,
Processed,85411,Wed May 31 09:58:06 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,11,827,3629,,false,
Processed,85412,Wed May 31 09:58:06 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,81,844,5153433,,false,
Processed,85413,Wed May 31 09:58:06 BST 2023,GET,http://localhost:8080/i18n/John%20Doe.json?_=fd90a1c60a90c4bbdd5de321eb244891,404,Not Found,112,841,163,,false,
Processed,85414,Wed May 31 09:58:14 BST 2023,GET,http://localhost:8080/favicon.ico,200,OK,8,831,1574,,false,
Processed,85415,Wed May 31 09:58:14 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,5,827,605,,false,
Processed,85416,Wed May 31 09:58:08 BST 2023,GET,http://localhost:8080/,200,OK,21,853,6033,,false,
Processed,85417,Wed May 31 09:58:08 BST 2023,GET,http://localhost:8080/,200,OK,11,853,6033,,false,
Processed,85418,Wed May 31 09:58:09 BST 2023,GET,http://localhost:8080/,200,OK,8,853,6033,,false,
Processed,85419,Wed May 31 09:58:09 BST 2023,GET,http://localhost:8080/,200,OK,12,853,6033,,false,
Processed,85420,Wed May 31 09:58:15 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,7,833,12225,,false,
Out of Context,85421,Wed May 31 09:58:15 BST 2023,POST,https://shavar.services.mozilla.com/downloads?client=navclient-auto-ffox&appver=113.0&pver=2.2,403,Forbidden,0,130,40,,false,
Processed,85422,Wed May 31 09:58:10 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,13,827,3629,,false,
Processed,85423,Wed May 31 09:58:10 BST 2023,GET,http://localhost:8080/i18n/John%20Doe.json?_=fd90a1c60a90c4bbdd5de321eb244891,404,Not Found,19,841,163,,false,
Processed,85424,Wed May 31 09:58:10 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,62,844,5153433,,false,
Processed,85425,Wed May 31 09:58:15 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,15,827,605,,false,
Processed,85426,Wed May 31 09:58:10 BST 2023,GET,http://localhost:8080/,200,OK,12,853,6033,,false,
Processed,85427,Wed May 31 09:58:10 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,7,827,3629,,false,
Processed,85428,Wed May 31 09:58:10 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,9,827,3629,,false,
Processed,85429,Wed May 31 09:58:10 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,36,844,5153433,,false,
Processed,85430,Wed May 31 09:58:10 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,48,844,5153433,,false,
Processed,85431,Wed May 31 09:58:16 BST 2023,GET,http://localhost:8080/favicon.ico,200,OK,9,831,1574,,false,
Processed,85432,Wed May 31 09:58:16 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,58,827,605,,false,
